old	new	source
active-macro-mapping-table-macros	eseq.macros/active-macro-mapping-table-macros	content/ui/macros.lisp
agent-current-conv	eseq.agent/agent-current-conv	content/ui/agent.lisp
agent-open	eseq.agent/agent-open	content/ui/agent.lisp
agent-submit-current	eseq.agent/agent-submit-current	content/ui/agent.lisp
aqua-color	eseq.materials/color	content/ui/materials.lisp
aqua-slider-material	eseq.materials/slider-material	content/ui/materials.lisp
aqua-slider-muted-material	eseq.materials/slider-muted-material	content/ui/materials.lisp
aqua-slider-track-material	eseq.materials/slider-track-material	content/ui/materials.lisp
aqua-slider-track-muted-material	eseq.materials/slider-track-muted-material	content/ui/materials.lisp
arrangement-channel	eseq.arrangement/channel	content/ui/arrangement.lisp
arrangement-clip-color	eseq.arrangement/clip-color	content/ui/arrangement.lisp
arrangement-clip-cycle	eseq.arrangement/clip-cycle	content/ui/arrangement.lisp
arrangement-clip-sound-dot	eseq.arrangement/clip-sound-dot	content/ui/arrangement.lisp
arrangement-content-length	eseq.arrangement/content-length	content/ui/arrangement.lisp
arrangement-content-length-min	eseq.arrangement/content-length-min	content/ui/arrangement.lisp
arrangement-cursor-time	eseq.arrangement/cursor-time	content/ui/arrangement.lisp
arrangement-cursor-track	eseq.arrangement/cursor-track	content/ui/arrangement.lisp
arrangement-drop-scene	eseq.arrangement/drop-scene	content/ui/arrangement.lisp
arrangement-ghost	eseq.arrangement/ghost	content/ui/arrangement.lisp
arrangement-lane-cursor-time	eseq.arrangement/lane-cursor-time	content/ui/arrangement.lisp
arrangement-lane-pattern-events	eseq.arrangement/lane-pattern-events	content/ui/arrangement.lisp
arrangement-lane-region-rect	eseq.arrangement/lane-region-rect	content/ui/arrangement.lisp
arrangement-lane-selection	eseq.arrangement/lane-selection	content/ui/arrangement.lisp
arrangement-pattern-dots	eseq.arrangement/pattern-dots	content/ui/arrangement.lisp
arrangement-region-ghost	eseq.arrangement/region-ghost	content/ui/arrangement.lisp
arrangement-region-other-track	eseq.arrangement/region-other-track	content/ui/arrangement.lisp
arrangement-scene-action	eseq.arrangement/scene-action	content/ui/arrangement.lisp
arrangement-scene-items	eseq.arrangement/scene-items	content/ui/arrangement.lisp
arrangement-scene-name	eseq.arrangement/scene-name	content/ui/arrangement.lisp
arrangement-scroll-extent	eseq.arrangement/scroll-extent	content/ui/arrangement.lisp
arrangement-selected-track	eseq.arrangement/selected-track	content/ui/arrangement.lisp
arrangement-selection	eseq.arrangement/selection	content/ui/arrangement.lisp
arrangement-track-action	eseq.arrangement/track-action	content/ui/arrangement.lisp
arrangement-track-clips	eseq.arrangement/track-clips	content/ui/arrangement.lisp
arrangement-track-drag	eseq.arrangement/track-drag	content/ui/arrangement.lisp
arrangement-track-drag-kind	eseq.arrangement/track-drag-kind	content/ui/arrangement.lisp
arrangement-track-items	eseq.arrangement/track-items	content/ui/arrangement.lisp
arrangement-track-row-pitch	eseq.arrangement/track-row-pitch	content/ui/arrangement.lisp
arrangement-track-selection	eseq.arrangement/track-selection	content/ui/arrangement.lisp
arrangement-view-duration	eseq.arrangement/view-duration	content/ui/arrangement.lisp
arrangement-view-start	eseq.arrangement/view-start	content/ui/arrangement.lisp
arrangement-visible-ordinal	eseq.arrangement/visible-ordinal	content/ui/arrangement.lisp
audio-fx-panel-body	eseq.effects.panel-bodies/audio-fx-panel-body	content/ui/effects/panel-bodies.lisp
audio-fx-ui-param	eseq.effects.custom-effect-ui/audio-fx-ui-param	content/ui/effects/custom-effect-ui.lisp
audio-fx-ui-param-control	eseq.effects.custom-effect-ui/audio-fx-ui-param-control	content/ui/effects/custom-effect-ui.lisp
base-note	eseq.effects.custom-ui-runtime/base-note	content/ui/effects/custom-ui-runtime.lisp
base-note-c	eseq.effects.custom-ui-controls/base-note-c	content/ui/effects/custom-ui-controls.lisp
builtin-audio-fx-ui	eseq.effects.builtin.audio-fx/builtin-audio-fx-ui	content/ui/effects/builtin/audio-fx.lisp
builtin-fx-eq8-source	eseq.effects.builtin.eq8/eq8-source	content/ui/effects/builtin/eq8.lisp
builtin-fx-filter-band	eseq.effects.builtin.filter-core/builtin-fx-filter-band	content/ui/effects/builtin/filter-core.lisp
builtin-fx-filter-cutoff-knob	eseq.effects.builtin.filter-core/builtin-fx-filter-cutoff-knob	content/ui/effects/builtin/filter-core.lisp
builtin-fx-filter-mini-cutoff	eseq.effects.builtin.filter-core/builtin-fx-filter-mini-cutoff	content/ui/effects/builtin/filter-core.lisp
builtin-fx-filter-mini-number	eseq.effects.builtin.filter-core/builtin-fx-filter-mini-number	content/ui/effects/builtin/filter-core.lisp
builtin-fx-filter-mini-option	eseq.effects.builtin.filter-core/builtin-fx-filter-mini-option	content/ui/effects/builtin/filter-core.lisp
builtin-fx-filter-mini-percent	eseq.effects.builtin.filter-core/builtin-fx-filter-mini-percent	content/ui/effects/builtin/filter-core.lisp
builtin-fx-filter-resonance-knob	eseq.effects.builtin.filter-core/builtin-fx-filter-resonance-knob	content/ui/effects/builtin/filter-core.lisp
builtin-fx-filter-sync-label	eseq.effects.builtin.filter-core/builtin-fx-filter-sync-label	content/ui/effects/builtin/filter-core.lisp
builtin-fx-handle-filter-curve-action	eseq.effects.builtin.filter-core/builtin-fx-handle-filter-curve-action	content/ui/effects/builtin/filter-core.lisp
builtin-fx-multiverb-apply-preset	eseq.effects.builtin.multiverb/builtin-fx-multiverb-apply-preset	content/ui/effects/builtin/multiverb.lisp
builtin-fx-param	eseq.effects.builtin.filter-core/builtin-fx-param	content/ui/effects/builtin/filter-core.lisp
builtin-fx-param-subtree-key	eseq.effects.builtin.filter-core/builtin-fx-param-subtree-key	content/ui/effects/builtin/filter-core.lisp
builtin-fx-phaser-flanger-source	eseq.effects.builtin.phaser-flanger/analyzer-source	content/ui/effects/builtin/phaser-flanger.lisp
builtin-fx-set-effect-option	eseq.effects.builtin.filter-core/builtin-fx-set-effect-option	content/ui/effects/builtin/filter-core.lisp
bus-current-page	eseq.bus-grid/bus-current-page	content/ui/bus-grid.lisp
bus-current-step	eseq.bus-grid/bus-current-step	content/ui/bus-grid.lisp
bus-delete-selected-steps	eseq.bus-grid/bus-delete-selected-steps	content/ui/bus-grid.lisp
bus-goto-page	eseq.bus-grid/bus-goto-page	content/ui/bus-grid.lisp
bus-page-count	eseq.bus-grid/bus-page-count	content/ui/bus-grid.lisp
bus-page-panel-width	eseq.bus-grid/bus-page-panel-width	content/ui/bus-grid.lisp
bus-select-all-steps	eseq.bus-grid/bus-select-all-steps	content/ui/bus-grid.lisp
bus-select-step-range	eseq.bus-grid/bus-select-step-range	content/ui/bus-grid.lisp
bus-seq-list	eseq.bus-grid/bus-seq-list	content/ui/bus-grid.lisp
bus-seq-param-max	eseq.bus-grid/bus-seq-param-max	content/ui/bus-grid.lisp
bus-seq-param-min	eseq.bus-grid/bus-seq-param-min	content/ui/bus-grid.lisp
bus-seq-param-name	eseq.bus-grid/bus-seq-param-name	content/ui/bus-grid.lisp
bus-seq-param-values	eseq.bus-grid/bus-seq-param-values	content/ui/bus-grid.lisp
bus-seq-playhead	eseq.bus-grid/bus-seq-playhead	content/ui/bus-grid.lisp
bus-seq-timebase	eseq.bus-grid/bus-seq-timebase	content/ui/bus-grid.lisp
bus-set-selected-step-param	eseq.bus-grid/bus-set-selected-step-param	content/ui/bus-grid.lisp
bus-set-sequencer-label	eseq.bus-grid/bus-set-sequencer-label	content/ui/bus-grid.lisp
bus-set-step-param	eseq.bus-grid/bus-set-step-param	content/ui/bus-grid.lisp
bus-shift-selected-steps	eseq.bus-grid/bus-shift-selected-steps	content/ui/bus-grid.lisp
bus-step-active?	eseq.bus-grid/bus-step-active?	content/ui/bus-grid.lisp
bus-step-double-click	eseq.step-grid-interactions/bus-step-double-click	content/ui/step-grid-interactions.lisp
bus-step-index	eseq.bus-grid/bus-step-index	content/ui/bus-grid.lisp
bus-step-pointer-down	eseq.bus-grid/bus-step-pointer-down	content/ui/bus-grid.lisp
bus-step-pointer-up	eseq.bus-grid/bus-step-pointer-up	content/ui/bus-grid.lisp
bus-step-select-drag-over	eseq.bus-grid/bus-step-select-drag-over	content/ui/bus-grid.lisp
bus-step-select-drag-start	eseq.bus-grid/bus-step-select-drag-start	content/ui/bus-grid.lisp
bus-step-visible?	eseq.bus-grid/bus-step-visible?	content/ui/bus-grid.lisp
bus-toggle-step	eseq.bus-grid/bus-toggle-step	content/ui/bus-grid.lisp
choose-model	eseq.choose-model/choose-model	content/ui/choose-model.lisp
choose-model-close	eseq.choose-model/close	content/ui/choose-model.lisp
choose-model-current	eseq.choose-model/current	content/ui/choose-model.lisp
choose-model-current-label	eseq.choose-model/current-label	content/ui/choose-model.lisp
choose-model-open	eseq.choose-model/open	content/ui/choose-model.lisp
choose-model-open?	eseq.choose-model/open?	content/ui/choose-model.lisp
choose-model-panel	eseq.choose-model/panel	content/ui/choose-model.lisp
choose-model-select	eseq.choose-model/select-model	content/ui/choose-model.lisp
cmd-click?	eseq.step-grid-interactions/cmd-click?	content/ui/step-grid-interactions.lisp
cool-off-follow	eseq.seq-core-state/cool-off-follow	content/ui/seq-core-state.lisp
current-step	eseq.seq-core-state/current-step	content/ui/seq-core-state.lisp
cursor-left	eseq.step-grid-interactions/cursor-left	content/ui/step-grid-interactions.lisp
cursor-num-steps	eseq.seq-core-state/cursor-num-steps	content/ui/seq-core-state.lisp
cursor-right	eseq.step-grid-interactions/cursor-right	content/ui/step-grid-interactions.lisp
cursor-select-left	eseq.step-grid-interactions/cursor-select-left	content/ui/step-grid-interactions.lisp
cursor-select-right	eseq.step-grid-interactions/cursor-select-right	content/ui/step-grid-interactions.lisp
cursor-step-value	eseq.seq-core-state/cursor-step-value	content/ui/seq-core-state.lisp
cursor-toggle	eseq.step-grid-interactions/cursor-toggle	content/ui/step-grid-interactions.lisp
custom-ui-adsr-stage-active?	eseq.effects.custom-ui-sections/custom-ui-adsr-stage-active?	content/ui/effects/custom-ui-sections.lisp
custom-ui-current-base-note-param	eseq.effects.custom-ui-runtime/custom-ui-current-base-note-param	content/ui/effects/custom-ui-runtime.lisp
custom-ui-current-param	eseq.effects.custom-ui-runtime/custom-ui-current-param	content/ui/effects/custom-ui-runtime.lisp
custom-ui-current-scope	eseq.effects.custom-ui-runtime/custom-ui-current-scope	content/ui/effects/custom-ui-runtime.lisp
custom-ui-current-tensor-param	eseq.effects.custom-ui-runtime/custom-ui-current-tensor-param	content/ui/effects/custom-ui-runtime.lisp
custom-ui-option-index	eseq.effects.param-controls/custom-ui-option-index	content/ui/effects/param-controls.lisp
custom-ui-param-base-max-prop	eseq.effects.custom-ui-runtime/custom-ui-param-base-max-prop	content/ui/effects/custom-ui-runtime.lisp
custom-ui-param-base-min-prop	eseq.effects.custom-ui-runtime/custom-ui-param-base-min-prop	content/ui/effects/custom-ui-runtime.lisp
custom-ui-param-base-value-prop	eseq.effects.custom-ui-runtime/custom-ui-param-base-value-prop	content/ui/effects/custom-ui-runtime.lisp
custom-ui-param-binding	eseq.effects.custom-ui-runtime/custom-ui-param-binding	content/ui/effects/custom-ui-runtime.lisp
custom-ui-param-change-callback	eseq.effects.custom-ui-runtime/custom-ui-param-change-callback	content/ui/effects/custom-ui-runtime.lisp
custom-ui-param-change-callback-s	eseq.effects.custom-ui-runtime/custom-ui-param-change-callback-s	content/ui/effects/custom-ui-runtime.lisp
custom-ui-param-control-key-mode	eseq.effects.custom-ui-runtime/custom-ui-param-control-key-mode	content/ui/effects/custom-ui-runtime.lisp
custom-ui-param-control-max	eseq.effects.custom-ui-runtime/custom-ui-param-control-max	content/ui/effects/custom-ui-runtime.lisp
custom-ui-param-control-min	eseq.effects.custom-ui-runtime/custom-ui-param-control-min	content/ui/effects/custom-ui-runtime.lisp
custom-ui-param-in-scope	eseq.effects.custom-ui-runtime/custom-ui-param-in-scope	content/ui/effects/custom-ui-runtime.lisp
custom-ui-param-knob-mod-depth-prop	eseq.effects.custom-ui-runtime/custom-ui-param-knob-mod-depth-prop	content/ui/effects/custom-ui-runtime.lisp
custom-ui-param-knob-mod-slot-prop	eseq.effects.custom-ui-runtime/custom-ui-param-knob-mod-slot-prop	content/ui/effects/custom-ui-runtime.lisp
custom-ui-param-mod-wrapper	eseq.effects.custom-ui-runtime/custom-ui-param-mod-wrapper	content/ui/effects/custom-ui-runtime.lisp
custom-ui-param-plock-active?	eseq.effects.custom-ui-runtime/custom-ui-param-plock-active?	content/ui/effects/custom-ui-runtime.lisp
custom-ui-param-plock-default	eseq.effects.custom-ui-runtime/custom-ui-param-plock-default	content/ui/effects/custom-ui-runtime.lisp
custom-ui-param-plock-text-color	eseq.effects.custom-ui-runtime/custom-ui-param-plock-text-color	content/ui/effects/custom-ui-runtime.lisp
custom-ui-param-value	eseq.effects.custom-ui-runtime/custom-ui-param-value	content/ui/effects/custom-ui-runtime.lisp
custom-ui-scope-name	eseq.effects.custom-ui-runtime/custom-ui-scope-name	content/ui/effects/custom-ui-runtime.lisp
custom-ui-select-section-in-scope	eseq.effects.custom-ui-sections/custom-ui-select-section-in-scope	content/ui/effects/custom-ui-sections.lisp
custom-ui-selected-mod-slot-prop	eseq.effects.custom-ui-runtime/custom-ui-selected-mod-slot-prop	content/ui/effects/custom-ui-runtime.lisp
custom-ui-selected-section-for-current-scope	eseq.effects.custom-ui-sections/custom-ui-selected-section-for-current-scope	content/ui/effects/custom-ui-sections.lisp
custom-ui-selected-sections	eseq.effects.custom-ui-sections/custom-ui-selected-sections	content/ui/effects/custom-ui-sections.lisp
custom-ui-set-active-adsr	eseq.effects.custom-ui-sections/custom-ui-set-active-adsr	content/ui/effects/custom-ui-sections.lisp
custom-ui-set-adsr-in-scope	eseq.effects.custom-ui-runtime/custom-ui-set-adsr-in-scope	content/ui/effects/custom-ui-runtime.lisp
custom-ui-set-param	eseq.effects.custom-ui-runtime/custom-ui-set-param	content/ui/effects/custom-ui-runtime.lisp
custom-ui-set-param-by-name-in-scope	eseq.effects.custom-ui-runtime/custom-ui-set-param-by-name-in-scope	content/ui/effects/custom-ui-runtime.lisp
custom-ui-set-param-in-scope	eseq.effects.custom-ui-runtime/custom-ui-set-param-in-scope	content/ui/effects/custom-ui-runtime.lisp
custom-ui-tensor-bound-values	eseq.effects.custom-ui-runtime/custom-ui-tensor-bound-values	content/ui/effects/custom-ui-runtime.lisp
custom-ui-tensor-cell-change-callback	eseq.effects.custom-ui-runtime/custom-ui-tensor-cell-change-callback	content/ui/effects/custom-ui-runtime.lisp
custom-ui-tensor-cell-change-callback-s	eseq.effects.custom-ui-runtime/custom-ui-tensor-cell-change-callback-s	content/ui/effects/custom-ui-runtime.lisp
delete-selected-steps	eseq.step-grid-interactions/delete-selected-steps	content/ui/step-grid-interactions.lisp
double-track-pattern	eseq.seq-grid-mode/double-track-pattern	content/ui/seq-grid-mode.lisp
drum-step-cursor-pad	eseq.step-grid-interactions/drum-step-cursor-pad	content/ui/step-grid-interactions.lisp
drum-step-cursor-track	eseq.step-grid-interactions/drum-step-cursor-track	content/ui/step-grid-interactions.lisp
drum-step-double-click	eseq.step-grid-interactions/drum-step-double-click	content/ui/step-grid-interactions.lisp
drum-step-pointer-down	eseq.step-grid-interactions/drum-step-pointer-down	content/ui/step-grid-interactions.lisp
drum-step-pointer-up	eseq.step-grid-interactions/drum-step-pointer-up	content/ui/step-grid-interactions.lisp
drum-step-select-drag-over	eseq.step-grid-interactions/drum-step-select-drag-over	content/ui/step-grid-interactions.lisp
drum-step-set-cursor	eseq.step-grid-interactions/drum-step-set-cursor	content/ui/step-grid-interactions.lisp
duration-slider-position	eseq.step-grid-interactions/duration-slider-position	content/ui/step-grid-interactions.lisp
duration-slider-value	eseq.step-grid-interactions/duration-slider-value	content/ui/step-grid-interactions.lisp
effect-mod-control-panel	eseq.effects.effect-modulation/mod-control-panel	content/ui/effects/effect-modulation.lisp
effect-mods-active?	eseq.effects.param-controls/effect-mods-active?	content/ui/effects/param-controls.lisp
effect-mods-bus	eseq.effects.state/effect-mods-bus	content/ui/effects/state.lisp
effect-mods-chain	eseq.effects.state/effect-mods-chain	content/ui/effects/state.lisp
effect-mods-open	eseq.effects.state/effect-mods-open	content/ui/effects/state.lisp
effect-mods-rack-slot	eseq.effects.state/effect-mods-rack-slot	content/ui/effects/state.lisp
effect-mods-slot	eseq.effects.state/effect-mods-slot	content/ui/effects/state.lisp
effect-mods-toggle-button	eseq.effects.effect-panels/effect-mods-toggle-button	content/ui/effects/effect-panels.lisp
effect-mods-track	eseq.effects.state/effect-mods-track	content/ui/effects/state.lisp
effect-selected-mod-slot	eseq.effects.state/effect-selected-mod-slot	content/ui/effects/state.lisp
enabled-param	eseq.effects.effect-panels/enabled-param	content/ui/effects/effect-panels.lisp
fx-copy-values-to-all-scenes	eseq.effects.panel-frame/fx-copy-values-to-all-scenes	content/ui/effects/panel-frame.lisp
fx-delete-selected-effect	eseq.effects.panel-widgets/delete-selected-effect	content/ui/effects/panel-widgets.lisp
fx-delete-selected-plock-row-key	eseq.effects.buffers/delete-selected-plock-row-key	content/ui/effects/buffers.lisp
fx-drop-existing-effect	eseq.effects.drag-drop/drop-existing-effect	content/ui/effects/drag-drop.lisp
fx-drop-on-effect	eseq.effects.drag-drop/drop-on-effect	content/ui/effects/drag-drop.lisp
fx-empty-track-fallback	eseq.effects.buffers/empty-track-fallback	content/ui/effects/buffers.lisp
fx-enabled-toggle	eseq.effects.effect-panels/enabled-toggle	content/ui/effects/effect-panels.lisp
fx-fixed-panel-height	eseq.effects.state/fx-fixed-panel-height	content/ui/effects/state.lisp
fx-has-modulators?	eseq.effects.param-controls/fx-has-modulators?	content/ui/effects/param-controls.lisp
fx-list-contains?	eseq.effects.param-grid/fx-list-contains?	content/ui/effects/param-grid.lisp
fx-panel	eseq.effects.effect-panels/fx-panel	content/ui/effects/effect-panels.lisp
fx-panel-body	eseq.effects.panel-frame/fx-panel-body	content/ui/effects/panel-frame.lisp
fx-panel-body-content-height	eseq.effects.state/fx-panel-body-content-height	content/ui/effects/state.lisp
fx-panel-header-height	eseq.effects.state/fx-panel-header-height	content/ui/effects/state.lisp
fx-panel-header-leading-spacer	eseq.effects.panel-frame/fx-panel-header-leading-spacer	content/ui/effects/panel-frame.lisp
fx-param-grid	eseq.effects.param-grid/fx-param-grid	content/ui/effects/param-grid.lisp
fx-param-numeric-value	eseq.effects.param-controls/fx-param-numeric-value	content/ui/effects/param-controls.lisp
fx-param-on-for?	eseq.effects.param-controls/fx-param-on-for?	content/ui/effects/param-controls.lisp
fx-param-on?	eseq.effects.param-controls/fx-param-on?	content/ui/effects/param-controls.lisp
fx-param-row	eseq.effects.param-grid/fx-param-row	content/ui/effects/param-grid.lisp
fx-param-text-value-for	eseq.effects.param-controls/fx-param-text-value-for	content/ui/effects/param-controls.lisp
fx-param-value	eseq.effects.param-controls/fx-param-value	content/ui/effects/param-controls.lisp
fx-param-value-for	eseq.effects.param-controls/fx-param-value-for	content/ui/effects/param-controls.lisp
fx-plock-chip-click	eseq.effects.track-panels/plock-chip-click	content/ui/effects/track-panels.lisp
fx-plock-row-selected?	eseq.effects.track-panels/plock-row-selected?	content/ui/effects/track-panels.lisp
fx-select-bus-effect	eseq.effects.panel-widgets/select-bus-effect	content/ui/effects/panel-widgets.lisp
fx-select-effect	eseq.effects.panel-widgets/select-effect	content/ui/effects/panel-widgets.lisp
fx-select-midi-effect	eseq.effects.panel-widgets/select-midi-effect	content/ui/effects/panel-widgets.lisp
fx-select-rack-effect	eseq.effects.panel-widgets/select-rack-effect	content/ui/effects/panel-widgets.lisp
fx-selected-plock-row	eseq.effects.track-panels/selected-plock-row	content/ui/effects/track-panels.lisp
fx-set-effect-value	eseq.effects.param-controls/fx-set-effect-value	content/ui/effects/param-controls.lisp
fx-set-instrument-option	eseq.effects.param-controls/fx-set-instrument-option	content/ui/effects/param-controls.lisp
fx-set-instrument-value	eseq.effects.param-controls/fx-set-instrument-value	content/ui/effects/param-controls.lisp
fx-step-parameters-panel	eseq.effects.track-panels/step-parameters-panel	content/ui/effects/track-panels.lisp
fx-toggle-effect-value	eseq.effects.param-controls/fx-toggle-effect-value	content/ui/effects/param-controls.lisp
fx-toggle-instrument-value	eseq.effects.param-controls/fx-toggle-instrument-value	content/ui/effects/param-controls.lisp
fx-track-plocks-panel	eseq.effects.track-panels/track-plocks-panel	content/ui/effects/track-panels.lisp
halve-track-pattern	eseq.seq-grid-mode/halve-track-pattern	content/ui/seq-grid-mode.lisp
header-actions-menu	eseq.effects.panel-frame/header-actions-menu	content/ui/effects/panel-frame.lisp
inst-base-note-param	eseq.effects.custom-ui-runtime/inst-base-note-param	content/ui/effects/custom-ui-runtime.lisp
inst-param	eseq.effects.custom-ui-runtime/inst-param	content/ui/effects/custom-ui-runtime.lisp
instrument-copy-values-to-all-scenes	eseq.effects.panel-frame/instrument-copy-values-to-all-scenes	content/ui/effects/panel-frame.lisp
instrument-header-actions-menu	eseq.effects.panel-frame/instrument-header-actions-menu	content/ui/effects/panel-frame.lisp
instrument-key-lock-audition	eseq.effects.state/instrument-key-lock-audition	content/ui/effects/state.lisp
instrument-key-lock-authoring-active?	eseq.effects.param-controls/instrument-key-lock-authoring-active?	content/ui/effects/param-controls.lisp
instrument-key-lock-chip-click	eseq.effects.panel-bodies/instrument-key-lock-chip-click	content/ui/effects/panel-bodies.lisp
instrument-key-lock-chip-current?	eseq.effects.panel-bodies/instrument-key-lock-chip-current?	content/ui/effects/panel-bodies.lisp
instrument-key-lock-has-selection?	eseq.effects.param-controls/instrument-key-lock-has-selection?	content/ui/effects/param-controls.lisp
instrument-key-lock-octave	eseq.effects.state/instrument-key-lock-octave	content/ui/effects/state.lisp
instrument-key-lock-selected-notes	eseq.effects.state/instrument-key-lock-selected-notes	content/ui/effects/state.lisp
instrument-key-lock-variant-items	eseq.effects.panel-bodies/instrument-key-lock-variant-items	content/ui/effects/panel-bodies.lisp
instrument-key-note-active?	eseq.effects.panel-bodies/instrument-key-note-active?	content/ui/effects/panel-bodies.lisp
instrument-key-note-variant-row	eseq.effects.panel-bodies/instrument-key-note-variant-row	content/ui/effects/panel-bodies.lisp
instrument-key-select-note	eseq.effects.panel-bodies/instrument-key-select-note	content/ui/effects/panel-bodies.lisp
instrument-keys-button	eseq.effects.effect-panels/instrument-keys-button	content/ui/effects/effect-panels.lisp
instrument-mod-control-panel	eseq.effects.instrument-modulation/mod-control-panel	content/ui/effects/instrument-modulation.lisp
instrument-mod-selected-slot	eseq.effects.param-controls/instrument-mod-selected-slot	content/ui/effects/param-controls.lisp
instrument-mod-target-depth	eseq.effects.param-controls/instrument-mod-target-depth	content/ui/effects/param-controls.lisp
instrument-mod-target-source-slot	eseq.effects.param-controls/instrument-mod-target-source-slot	content/ui/effects/param-controls.lisp
instrument-mods-open	eseq.effects.state/instrument-mods-open	content/ui/effects/state.lisp
instrument-mods-toggle-button	eseq.effects.effect-panels/instrument-mods-toggle-button	content/ui/effects/effect-panels.lisp
instrument-panel-tab	eseq.effects.state/instrument-panel-tab	content/ui/effects/state.lisp
instrument-param-base-max-prop	eseq.effects.param-controls/instrument-param-base-max-prop	content/ui/effects/param-controls.lisp
instrument-param-base-min-prop	eseq.effects.param-controls/instrument-param-base-min-prop	content/ui/effects/param-controls.lisp
instrument-param-base-value	eseq.effects.param-controls/instrument-param-base-value	content/ui/effects/param-controls.lisp
instrument-param-base-value-prop	eseq.effects.param-controls/instrument-param-base-value-prop	content/ui/effects/param-controls.lisp
instrument-param-control-key-mode	eseq.effects.param-controls/instrument-param-control-key-mode	content/ui/effects/param-controls.lisp
instrument-param-control-max	eseq.effects.param-controls/instrument-param-control-max	content/ui/effects/param-controls.lisp
instrument-param-control-min	eseq.effects.param-controls/instrument-param-control-min	content/ui/effects/param-controls.lisp
instrument-param-key-lock-row	eseq.effects.param-controls/instrument-param-key-lock-row	content/ui/effects/param-controls.lisp
instrument-param-knob-mod-depth-prop	eseq.effects.param-controls/instrument-param-knob-mod-depth-prop	content/ui/effects/param-controls.lisp
instrument-param-knob-mod-slot-prop	eseq.effects.param-controls/instrument-param-knob-mod-slot-prop	content/ui/effects/param-controls.lisp
instrument-param-mod-targets	eseq.effects.param-controls/instrument-param-mod-targets	content/ui/effects/param-controls.lisp
instrument-param-mod-wrapper	eseq.effects.param-controls/instrument-param-mod-wrapper	content/ui/effects/param-controls.lisp
instrument-rack-target?	eseq.effects.param-controls/instrument-rack-target?	content/ui/effects/param-controls.lisp
instrument-selected-mod-slot	eseq.effects.state/instrument-selected-mod-slot	content/ui/effects/state.lisp
instrument-selected-mod-slot-prop	eseq.effects.param-controls/instrument-selected-mod-slot-prop	content/ui/effects/param-controls.lisp
instrument-set-param-control-value	eseq.effects.param-controls/instrument-set-param-control-value	content/ui/effects/param-controls.lisp
instrument-sound-binding-badge	eseq.effects.effect-panels/instrument-sound-binding-badge	content/ui/effects/effect-panels.lisp
instrument-source-tab	eseq.effects.state/instrument-source-tab	content/ui/effects/state.lisp
instrument-synth-button	eseq.effects.effect-panels/instrument-synth-button	content/ui/effects/effect-panels.lisp
instrument-synth-panel-body	eseq.effects.panel-bodies/instrument-synth-panel-body	content/ui/effects/panel-bodies.lisp
instrument-toggle-mods-view	eseq.effects.effect-panels/instrument-toggle-mods-view	content/ui/effects/effect-panels.lisp
lower-fx-layout-height	eseq.seq-step-tabs/lower-fx-layout-height	content/ui/seq-step-tabs.lisp
lower-panel-buffer	eseq.seq-step-tabs/lower-panel-buffer	content/ui/seq-step-tabs.lisp
lower-panel-visible	eseq.seq-core-state/lower-panel-visible	content/ui/seq-core-state.lisp
macro-by-id	eseq.macros/macro-by-id	content/ui/macros.lisp
macro-by-key	eseq.macros/macro-by-key	content/ui/macros.lisp
macro-clear-mapping-arm	eseq.macro-state/clear-mapping-arm	content/ui/macro-state.lisp
macro-ensure	eseq.macros/macro-ensure	content/ui/macros.lisp
macro-id-for-key	eseq.macros/macro-id-for-key	content/ui/macros.lisp
macro-key-string	eseq.macros/macro-key-string	content/ui/macros.lisp
macro-knob	eseq.macros/macro-knob	content/ui/macros.lisp
macro-map-button	eseq.macros/macro-map-button	content/ui/macros.lisp
macro-mapping-active-for-key?	eseq.macros/macro-mapping-active-for-key?	content/ui/macros.lisp
macro-mapping-editor	eseq.macros/macro-mapping-editor	content/ui/macros.lisp
macro-mapping-editor-empty	eseq.macros/macro-mapping-editor-empty	content/ui/macros.lisp
macro-mapping-editor-header	eseq.macros/macro-mapping-editor-header	content/ui/macros.lisp
macro-mapping-editor-row	eseq.macros/macro-mapping-editor-row	content/ui/macros.lisp
macro-mapping-editor-row-count	eseq.macros/macro-mapping-editor-row-count	content/ui/macros.lisp
macro-mapping-editor-row-list	eseq.macros/macro-mapping-editor-row-list	content/ui/macros.lisp
macro-mapping-editor-rows	eseq.macros/macro-mapping-editor-rows	content/ui/macros.lisp
macro-mapping-editor-rows-for-macro	eseq.macros/macro-mapping-editor-rows-for-macro	content/ui/macros.lisp
macro-mapping-open	eseq.macro-state/mapping-open	content/ui/macro-state.lisp
macro-mapping-selected	eseq.macro-state/mapping-selected	content/ui/macro-state.lisp
macro-mapping-table	eseq.macros/macro-mapping-table	content/ui/macros.lisp
macro-momentary	eseq.macros/macro-momentary	content/ui/macros.lisp
macro-release-key	eseq.macros/macro-release-key	content/ui/macros.lisp
macro-set-key-value	eseq.macros/macro-set-key-value	content/ui/macros.lisp
macro-set-mapping-curve	eseq.macros/macro-set-mapping-curve	content/ui/macros.lisp
macro-set-mapping-display-range	eseq.macros/macro-set-mapping-display-range	content/ui/macros.lisp
macro-toggle-mapping-arm	eseq.macros/macro-toggle-mapping-arm	content/ui/macros.lisp
macro-unmap-row	eseq.macros/macro-unmap-row	content/ui/macros.lisp
